Timestamp,Signature ID,Event Description,Classification,Priority,Protocol,Source IP:Port,Destination IP:Port
03/18/2024-01:55:15.548271,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-01:56:12.958700,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:12.958787,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:13.969971,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:14.035343,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:14.035414,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:16.049915,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:20.273927,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:21.676540,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:56:28.465977,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:29.439707,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:56:44.593949,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:51.545706,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:51.545787,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:52.285908,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:52.285966,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:52.708863,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:53.297971,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:55.313918,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:56:59.441980,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:57:07.634008,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:57:23.762016,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:58:21.923275,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-01:58:36.069806,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-01:59:36.283563,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-01:59:36.468662,**,,SURICATA STREAM ESTABLISHED SYN resend with different seq,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:00:15.427659,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-02:00:25.105959,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:00:37.044971,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-02:02:17.214009,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:17.214092,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:17.421014,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:17.421078,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:17.549254,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:18.449918,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:20.465979,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:24.562018,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:24.715293,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:02:28.445042,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:28.445137,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:29.457972,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:31.273307,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:31.273351,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:32.753943,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:33.297920,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:37.362010,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:38.976922,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-02:02:45.553921,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:02:48.881924,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:03:01.681923,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:04:13.055673,**,,ET 3CORESec Poor Reputation IP group 9,Classification: Misc Attack,Priority: 2,,
03/18/2024-02:04:13.281760,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:04:13.515183,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:04:24.284923,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:04:31.969962,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:04:32.205603,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:04:44.285777,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-02:04:59.324753,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:04:59.550908,**,,SURICATA TCPv4 invalid checksum,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:05:15.441351,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-02:06:28.609665,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:06:49.581811,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-02:08:31.378127,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:08:38.673847,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:08:38.673921,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:08:38.811032,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:08:38.811099,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:08:39.420855,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:08:39.420927,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:08:40.433995,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:08:42.449955,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:08:46.513925,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:08:50.543093,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-02:08:54.705934,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:09:10.834033,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:10:15.433473,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-02:10:33.777780,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:10:33.777842,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:10:33.823828,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:10:33.823870,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:10:33.983222,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:10:33.983307,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:10:35.035704,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:10:56.017613,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-02:11:52.843665,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-02:12:38.861414,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:12:56.543722,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-02:13:32.472601,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:13:32.472655,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:13:32.697207,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:13:32.697270,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:13:33.583085,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:13:33.583160,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:13:34.613938,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:13:36.625968,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:13:40.657943,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:13:48.849973,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:14:04.977997,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:14:37.183802,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:14:56.735630,**,,ET INFO SSH-2.0-Go version string Observed in Network Traffic,Classification: Misc activity,Priority: 3,,
03/18/2024-02:15:13.682723,**,,ET DROP Spamhaus DROP Listed Traffic Inbound group 20,Classification: Misc Attack,Priority: 2,,
03/18/2024-02:15:13.682723,**,,ET DROP Dshield Block Listed Source group 1,Classification: Misc Attack,Priority: 2,,
03/18/2024-02:15:15.439203,**,,ET POLICY Unsupported/Fake Windows NT Version 5.0,Classification: Potential Corporate Privacy Violation,Priority: 1,,
03/18/2024-02:15:24.328845,**,,ET INFO Request to Hidden Environment File - Inbound,Classification: Misc activity,Priority: 3,,
03/18/2024-02:15:24.371716,**,,ET SCAN Laravel Debug Mode Information Disclosure Probe Inbound,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:16:40.400584,**,,ET SCAN Potential SSH Scan,Classification: Attempted Information Leak,Priority: 2,,
03/18/2024-02:16:41.789478,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:16:41.789541,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:16:42.802003,**,,SURICATA STREAM 3way handshake SYNACK resend with different ack,Classification: Generic Protocol Command Decode,Priority: 3,,
03/18/2024-02:16:43.338439,**,,SURICATA STREAM 3way handshake SYN resend different seq on SYN recv,Classification: Generic Protocol Command Decode,Priority: 3,,
